"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"951 ĐT825, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7546821","106.6044345","Thứ Tư","07:00 to 21:00","Thứ Năm","07:00 to 21:00","Thứ Sáu","07:30 to 21:00","Thứ Bảy","07:30 to 21:00","Chủ Nhật","07:00 to 21:00","Thứ Hai","07:00 to 21:00","Thứ Ba","07:00 to 21:00",,,"74","Bình Tân, Hồ Chí Minh","951 ĐT825","Nhà Hàng Phượng Hoàng","3.7","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Ph%C6%B0%E1%BB%A3ng%20Ho%C3%A0ng&query_place_id=ChIJeQrua0osdTERbibaauGTDqY",,"31"
"840/20b HL2, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Quán cá và khoai tây chiên mang đi","true",,,"10.769622","106.5992803","Thứ Tư","00:00 to 23:59","Thứ Năm","00:00 to 23:59","Thứ Sáu","00:00 to 23:59","Thứ Bảy","00:00 to 23:59","Chủ Nhật","00:00 to 23:59","Thứ Hai","00:00 to 23:59","Thứ Ba","00:00 to 23:59","+84 933 730 870",,"57","Bình Tân, Hồ Chí Minh","840/20b HL2","Cá Viên Chiên Mắm Tỏi-Mì Xào Các Loại Lão Mập",,"https://www.google.com/maps/search/?api=1&query=C%C3%A1%20Vi%C3%AAn%20Chi%C3%AAn%20M%E1%BA%AFm%20T%E1%BB%8Fi-M%C3%AC%20X%C3%A0o%20C%C3%A1c%20Lo%E1%BA%A1i%20L%C3%A3o%20M%E1%BA%ADp&query_place_id=ChIJXWKGatItdTERTaC148wsGd0",,"0"
"924A TL10, Tân Tạo, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng gia đình","false",,,"10.756596","106.6053461","Thứ Tư","09:00 to 21:00","Thứ Năm","09:00 to 21:00","Thứ Sáu","09:00 to 21:00","Thứ Bảy","09:00 to 21:00","Chủ Nhật","09:00 to 21:00","Thứ Hai","09:00 to 21:00","Thứ Ba","09:00 to 21:00","+84 937 125 279",,"91","Bình Tân, Hồ Chí Minh","924A TL10","Cơm tấm Minh Hạnh","3.4","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20Minh%20H%E1%BA%A1nh&query_place_id=ChIJ4ThNS8EtdTERnDRfwlzU7Qk",,"8"
"147/5 Đ. Bình Trị Đông, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.7636753","106.6099418",,,,,,,,,,,,,,,,,"56","Bình Tân, Hồ Chí Minh","147/5 Đ. Bình Trị Đông","Quán ăn Ngon Bảo bảo",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20Ngon%20B%E1%BA%A3o%20b%E1%BA%A3o&query_place_id=ChIJy6_ZmdMtdTERwi04gfp_7yM",,"0"
"Quan, 719, HL2, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","false","https://food.google.com/chooseprovider?restaurantId=/g/11ngh03bss&g2lbs=AOHF13nETUQy97eugZFNdqJtkzWiOmFzJvn84gX3lKcw35ZrW06jvEx-zmIHp64otG4nYNwzxoTwFaBW1DcDf2-bUz03iT8QGg4mHWz1rQDg2kRSDEfz0zM%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=-OdyZseTEJ_jkPIPjqOUgAM&ei=-OdyZseTEJ_jkPIPjqOUgAM&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7669045","106.6074393","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 934 105 728",,"76","Bình Tân, Hồ Chí Minh","Quan, 719, HL2","Vịt Quay Thanh Ký- cơm nhiều món","5","https://www.google.com/maps/search/?api=1&query=V%E1%BB%8Bt%20Quay%20Thanh%20K%C3%BD-%20c%C6%A1m%20nhi%E1%BB%81u%20m%C3%B3n&query_place_id=ChIJOXbBOnwtdTERVzk1wjTo_Rk",,"2"
"893b TL10, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","false","https://food.google.com/chooseprovider?restaurantId=/g/11gbldthnz&g2lbs=AOHF13l63Ss1abiOnsgfKkbV2WFQPWzcSFt7jkSce7zv-3_s9U9VAYBckiBylaKTDXTcegedQmG3G4czzZvMSVibzDfRf2UAeHZoHXA5oKRxtux2S5BypIo%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=-OdyZpOcBY7RkPIP2-GUyAo&ei=-OdyZpOcBY7RkPIP2-GUyAo&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7569368","106.6059362","Thứ Tư","10:00 to 22:00","Thứ Năm","10:00 to 22:00","Thứ Sáu","10:00 to 22:00","Thứ Bảy","10:00 to 22:00","Chủ Nhật","10:00 to 22:00","Thứ Hai","10:00 to 22:00","Thứ Ba","10:00 to 22:00","+84 1900 6886","$$","58","Bình Tân, Hồ Chí Minh","893b TL10","KFC Tỉnh Lộ 10","4.2","https://www.google.com/maps/search/?api=1&query=KFC%20T%E1%BB%89nh%20L%E1%BB%99%2010&query_place_id=ChIJPa_bOzYsdTERHN11C4FngAE","http://www.kfcvietnam.com.vn/","587"
"32 Đường số 23B, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cho người ăn chay","true","https://food.google.com/chooseprovider?restaurantId=/g/11txsk8scb&g2lbs=AOHF13ktNo8TIfm-Z934xZmwFayrdDxBUwD3DUTjtHbHYOZfroDwosA1UjKzgIiDAtI21h-Fp_HlWvZIVjRQvWR1-ggLoIjBpQbIG-lHbaNfc-8llvID34c%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=-OdyZqjZCs6kkPIPz4GwKA&ei=-OdyZqjZCs6kkPIPz4GwKA&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7550131","106.6105231","Thứ Tư","06:45 to 16:00","Thứ Năm","06:45 to 16:00","Thứ Sáu","06:45 to 16:00","Thứ Bảy","06:45 to 16:00","Chủ Nhật","Đóng cửa","Thứ Hai","06:45 to 16:00","Thứ Ba","06:45 to 16:00","+84 789 100 750",,"71","Bình Tân, Hồ Chí Minh","32 Đường số 23B","Quán chay Tâm Nhã","4.7","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20chay%20T%C3%A2m%20Nh%C3%A3&query_place_id=ChIJ8xS4y_0tdTERUYtvUcWI8bs",,"25"
"1002 TL10, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng phở","true",,,"10.7548296","106.6034122",,,,,,,,,,,,,,,,,"32","Bình Tân, Hồ Chí Minh","1002 TL10","Phở Phát",,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Ph%C3%A1t&query_place_id=ChIJpxg6WQAtdTERxslL9IN3ITs",,"0"
"1601 ĐT825, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7582915","106.5802399",,,,,,,,,,,,,,,"+84 703 708 616",,"15","Bình Tân, Hồ Chí Minh","1601 ĐT825","Quán Thiên Ký Mì Gia",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Thi%C3%AAn%20K%C3%BD%20M%C3%AC%20Gia&query_place_id=ChIJ_ecUxvgsdTERgcc1sFdYBQY",,"0"
"180 Lê Đình Cẩn, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.759676","106.5987213",,,,,,,,,,,,,,,,,"31","Bình Tân, Hồ Chí Minh","180 Lê Đình Cẩn","com chieu",,"https://www.google.com/maps/search/?api=1&query=com%20chieu&query_place_id=ChIJs7bjEwAtdTERAoRwZJ-RuAw",,"0"
"99 Mã Lò, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng phở","true",,,"10.7617929","106.6047046","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 977 858 883",,"5","Bình Tân, Hồ Chí Minh","99 Mã Lò","PHỞ GIA TRUYỀN HÀ NỘI","4.1","https://www.google.com/maps/search/?api=1&query=PH%E1%BB%9E%20GIA%20TRUY%E1%BB%80N%20H%C3%80%20N%E1%BB%98I&query_place_id=ChIJGyjso6otdTER5nb3m8fyBD8",,"43"
"17 TL10, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng món nướng","false",,,"10.7573145","106.6115849","Thứ Tư","17:00 to 23:00","Thứ Năm","17:00 to 23:00","Thứ Sáu","17:00 to 23:00","Thứ Bảy","17:00 to 23:00","Chủ Nhật","17:00 to 23:00","Thứ Hai","17:00 to 23:00","Thứ Ba","17:00 to 23:00","+84 765 553 358",,"21","Bình Tân, Hồ Chí Minh","17 TL10","BBQ Tỉnh Lộ 10","5","https://www.google.com/maps/search/?api=1&query=BBQ%20T%E1%BB%89nh%20L%E1%BB%99%2010&query_place_id=ChIJaeEeByQtdTERVyfyzfIPs8o","https://www.facebook.com/profile.php?id=61550873631820&mibextid=b06tZ0","1"
"215 Mã Lò, Khu phố 8, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","false",,,"10.7688636","106.6026105","Thứ Tư","10:00 to 23:00","Thứ Năm","10:00 to 23:00","Thứ Sáu","10:00 to 23:00","Thứ Bảy","10:00 to 23:00","Chủ Nhật","10:00 to 23:00","Thứ Hai","10:00 to 23:00","Thứ Ba","10:00 to 23:00","+84 839 718 686",,"9","Bình Tân, Hồ Chí Minh","215 Mã Lò","NHÀ HÀNG HẢI SẢN MƯA VÀNG","4.3","https://www.google.com/maps/search/?api=1&query=NH%C3%80%20H%C3%80NG%20H%E1%BA%A2I%20S%E1%BA%A2N%20M%C6%AFA%20V%C3%80NG&query_place_id=ChIJFzfugrgtdTERCicgcOnm3so","https://www.facebook.com/haisanmuavang215","51"
"Đ. Bình Trị Đông/32B 205, Khu Phố 3, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.7655569","106.6085108",,,,,,,,,,,,,,,"+84 903 307 714",,"14","Bình Tân, Hồ Chí Minh","Đ. Bình Trị Đông/32B 205","Lộc Vừng quán",,"https://www.google.com/maps/search/?api=1&query=L%E1%BB%99c%20V%E1%BB%ABng%20qu%C3%A1n&query_place_id=ChIJp0M4agAtdTERI6COLccxoXQ",,"0"
"Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.757454","106.5727097",,,,,,,,,,,,,,,,,"11","Bình Tân, Hồ Chí Minh",,"Quán Ăn Bình Dân 999",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20B%C3%ACnh%20D%C3%A2n%20999&query_place_id=ChIJ0ZWVhfwsdTERj1vpFW3_M6Y",,"0"
"189F Mã Lò, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,"10.7671672","106.603445","Thứ Tư","10:00 to 02:00","Thứ Năm","10:00 to 02:00","Thứ Sáu","10:00 to 02:00","Thứ Bảy","10:00 to 02:00","Chủ Nhật","10:00 to 02:00","Thứ Hai","10:00 to 02:00","Thứ Ba","10:00 to 02:00","+84 935 938 461",,"16","Bình Tân, Hồ Chí Minh","189F Mã Lò","Vườn Ốc Thuỷ Trúc","5","https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20%E1%BB%90c%20Thu%E1%BB%B7%20Tr%C3%BAc&query_place_id=ChIJFSg3-PEtdTERaaihq0mtyZA",,"1"
"765 TL10, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng phở","false",,,"10.7576654","106.6096659","Thứ Tư","06:00 to 23:00","Thứ Năm","06:00 to 23:00","Thứ Sáu","06:00 to 23:00","Thứ Bảy","06:00 to 23:00","Chủ Nhật","06:00 to 23:00","Thứ Hai","06:00 to 23:00","Thứ Ba","06:00 to 23:00","+84 977 815 934",,"7","Bình Tân, Hồ Chí Minh","765 TL10","Phở Bò - Lẩu Bò Phú Hưng","4.5","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20-%20L%E1%BA%A9u%20B%C3%B2%20Ph%C3%BA%20H%C6%B0ng&query_place_id=ChIJ57XeAIktdTERKO4Rk3Wsefw",,"14"
"PHXJ+G8X, Đường Dẫn Vào Cao Tốc Trung Lương, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Vườn","true",,,"10.7488529","106.5808554",,,,,,,,,,,,,,,,,"20","Bình Tân, Hồ Chí Minh","PHXJ+G8X, Đường Dẫn Vào Cao Tốc Trung Lương","Hồ Câu Kênh 3","4","https://www.google.com/maps/search/?api=1&query=H%E1%BB%93%20C%C3%A2u%20K%C3%AAnh%203&query_place_id=ChIJN1bVT7UtdTERBJ45GM8dQEE",,"5"
"Tan Tao Industrial Park Street 2, Lot 62, Tan Tao A Ward, Binh Tan District, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam",,"true",,,"10.7343473","106.5976546",,,,,,,,,,,,,,,"+84 28 3750 7525",,"33","Bình Tân, Hồ Chí Minh","Tan Tao Industrial Park Street 2, Lot 62, Tan Tao A Ward, Binh Tan District","Phuong Loi Co. Ltd","4.3","https://www.google.com/maps/search/?api=1&query=Phuong%20Loi%20Co.%20Ltd&query_place_id=ChIJvRLvy1osdTERTW1vkN4v-C8",,"4"
"1746 Đ. 10B, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7596002","106.5757376",,,,,,,,,,,,,,,,,"13","Bình Tân, Hồ Chí Minh","1746 Đ. 10B","Quán Ăn Hương Việt","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20H%C6%B0%C6%A1ng%20Vi%E1%BB%87t&query_place_id=ChIJlVwA3PssdTER5BHI8naFUH8",,"1"
"79 Đường số 3, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,"10.8055466","106.5917894","Thứ Tư","00:00 to 11:00, 15:00 to 00:00","Thứ Năm","00:00 to 11:00, 15:00 to 00:00","Thứ Sáu","00:00 to 11:00, 15:00 to 00:00","Thứ Bảy","00:00 to 11:00, 15:00 to 00:00","Chủ Nhật","00:00 to 11:00, 15:00 to 00:00","Thứ Hai","00:00 to 11:00, 15:00 to 00:00","Thứ Ba","00:00 to 11:00, 15:00 to 00:00","+84 921 777 888",,"78","Bình Tân, Hồ Chí Minh","79 Đường số 3","XÚP BÒ TÁI HÀ TĨNH","1","https://www.google.com/maps/search/?api=1&query=X%C3%9AP%20B%C3%92%20T%C3%81I%20H%C3%80%20T%C4%A8NH&query_place_id=ChIJP_08St0rdTEREqo0Q4xK1tE",,"2"
"293 Nguyễn Thị Tú, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng Hàn Quốc","false",,,"10.815277","106.5912103","Thứ Tư","10:00 to 23:00","Thứ Năm","10:00 to 23:00","Thứ Sáu","10:00 to 23:00","Thứ Bảy","10:00 to 23:00","Chủ Nhật","10:00 to 23:00","Thứ Hai","10:00 to 23:00","Thứ Ba","10:00 to 23:00","+84 932 622 525",,"69","Bình Tân, Hồ Chí Minh","293 Nguyễn Thị Tú","Mì cay Lutupu Chi nhánh Nguyễn Thị Tú","3.3","https://www.google.com/maps/search/?api=1&query=M%C3%AC%20cay%20Lutupu%20Chi%20nh%C3%A1nh%20Nguy%E1%BB%85n%20Th%E1%BB%8B%20T%C3%BA&query_place_id=ChIJFRkFlEwrdTERJq1ZOrtrxGY",,"216"
"13/17 ĐH80, Vĩnh Lộc A, Bình Chánh, Hồ Chí Minh, Việt Nam","Quán nhậu kiểu Nhật phong cách hiện đại","false",,,"10.8180331","106.5846255","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 987 170 008",,"52","Bình Chánh, Hồ Chí Minh","13/17 ĐH80","Quán Nhậu hải sản",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Nh%E1%BA%ADu%20h%E1%BA%A3i%20s%E1%BA%A3n&query_place_id=ChIJ80wbWr0rdTERusEq4O_z6AE",,"0"
"133/37 Bình Thành, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,"10.8048664","106.5857772",,,,,,,,,,,,,,,"+84 989 165 406",,"76","Bình Tân, Hồ Chí Minh","133/37 Bình Thành","Hồng Thái Mật Ong Nguyên Chất","3.7","https://www.google.com/maps/search/?api=1&query=H%E1%BB%93ng%20Th%C3%A1i%20M%E1%BA%ADt%20Ong%20Nguy%C3%AAn%20Ch%E1%BA%A5t&query_place_id=ChIJJ-3UN_MrdTERfhqQAx7N3M8",,"3"
"284 Đường Số 1, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,"10.8061424","106.5943615","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 793 806 207",,"44","Bình Tân, Hồ Chí Minh","284 Đường Số 1","QUÁN ỐC ĐÊM VỈA HÈ & LẨU THÁI","5","https://www.google.com/maps/search/?api=1&query=QU%C3%81N%20%E1%BB%90C%20%C4%90%C3%8AM%20V%E1%BB%88A%20H%C3%88%20%26%20L%E1%BA%A8U%20TH%C3%81I&query_place_id=ChIJk0t8RLArdTERj3AZWjLWSW0",,"6"
"103 Đường Số 1, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Quán nhậu kiểu Nhật phong cách hiện đại","true",,,"10.8062429","106.5940658","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 707 575 545",,"55","Bình Tân, Hồ Chí Minh","103 Đường Số 1","Quán Ốc 39K","4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%E1%BB%90c%2039K&query_place_id=ChIJI3r4bQArdTER5Pv_6czte2E",,"4"
"111 Bùi Dương Lịch, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Quán bia","false",,,"10.8201478","106.5975309","Thứ Tư","14:00 to 23:00","Thứ Năm","14:00 to 23:00","Thứ Sáu","13:00 to 22:30","Thứ Bảy","14:00 to 23:30","Chủ Nhật","14:00 to 23:00","Thứ Hai","14:00 to 23:00","Thứ Ba","14:00 to 23:00","+84 942 325 086",,"71","Bình Tân, Hồ Chí Minh","111 Bùi Dương Lịch","Lẩu cua biển 111- Ngọc Hân (bỉm em bé)","5","https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20cua%20bi%E1%BB%83n%20111-%20Ng%E1%BB%8Dc%20H%C3%A2n%20(b%E1%BB%89m%20em%20b%C3%A9)&query_place_id=ChIJi6qmaHErdTERiI65nnfWq1o",,"1"
"RH5V+V5C, Đường số 3, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,"10.8097028","106.5928949","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 566 282 282",,"56","Bình Tân, Hồ Chí Minh","RH5V+V5C, Đường số 3","HẢI SẢN TƯƠI SỐNG A99| QUÁN NHẬU BÌNH DÂN BÌNH TÂN","4.4","https://www.google.com/maps/search/?api=1&query=H%E1%BA%A2I%20S%E1%BA%A2N%20T%C6%AF%C6%A0I%20S%E1%BB%90NG%20A99%7C%20QU%C3%81N%20NH%E1%BA%ACU%20B%C3%8CNH%20D%C3%82N%20B%C3%8CNH%20T%C3%82N&query_place_id=ChIJZxedK70rdTERqI1YZ5g5WmY",,"67"
"467 Nguyễn Thị Tú, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.8148786","106.5851192","Thứ Tư","07:00 to 22:30","Thứ Năm","07:00 to 22:30","Thứ Sáu","07:00 to 22:30","Thứ Bảy","07:00 to 22:30","Chủ Nhật","07:00 to 22:30","Thứ Hai","07:00 to 22:30","Thứ Ba","07:00 to 22:30","+84 902 430 465",,"41","Bình Tân, Hồ Chí Minh","467 Nguyễn Thị Tú","3 Ngon Plus Nguyễn Thị Tú","4","https://www.google.com/maps/search/?api=1&query=3%20Ngon%20Plus%20Nguy%E1%BB%85n%20Th%E1%BB%8B%20T%C3%BA&query_place_id=ChIJSYo34EkrdTEROLIZ8dXX-RA",,"10"
"D16/18/4 đối diện, Ấp 4, Bình Chánh, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","false",,,"10.8111454","106.5838025","Thứ Tư","16:30 to 23:30","Thứ Năm","16:30 to 23:30","Thứ Sáu","16:30 to 23:30","Thứ Bảy","16:30 to 23:30","Chủ Nhật","16:30 to 23:30","Thứ Hai","16:30 to 23:30","Thứ Ba","16:30 to 23:30","+84 907 781 180",,"39","Bình Chánh, Hồ Chí Minh","D16/18/4 đối diện","Ốc Dương Đồng giá 30k","5","https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20D%C6%B0%C6%A1ng%20%C4%90%E1%BB%93ng%20gi%C3%A1%2030k&query_place_id=ChIJJVx2r_LPdDERZXewlk1zUVE",,"27"
"79 Đường số 3, khu Dân Cư, Bình Tân, Hồ Chí Minh 71914, Việt Nam","Nhà hàng chuyên phục vụ bữa nửa buổi","true","https://food.google.com/chooseprovider?restaurantId=/g/11vbgk6xxp&g2lbs=AOHF13l457MpQVpYs_3BmA0okEGYr636UrKrFA2eqCtL4hi6wv32DCDXNGNDWv_g04_oMHk6Y-CaaOyLUs-dq1qugw_aeJnbYRjgCucEefoRDA9ZEn2L-6M%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=JehyZoP_HcHWseMPi7a2oAQ&ei=JehyZoP_HcHWseMPi7a2oAQ&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.8065416","106.5919748","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 969 014 045",,"60","Bình Tân, Hồ Chí Minh","79 Đường số 3","Bún Đậu Mắm Tôm 3 Chị Em","2.4","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20M%E1%BA%AFm%20T%C3%B4m%203%20Ch%E1%BB%8B%20Em&query_place_id=ChIJG7E22WwrdTER2c_paWNt2d4",,"8"
"336 ĐH80, Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.819353","106.58643",,,,,,,,,,,,,,,,,"138","Bình Tân, Thành phố Hồ Chí Minh","336 ĐH80","Lẩu dê lẩu bò anh em",,"https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20d%C3%AA%20l%E1%BA%A9u%20b%C3%B2%20anh%20em&query_place_id=ChIJ0X3rnUcrdTERl3Ej6L0CwQg",,"0"
"314 ĐH80, Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng cơm","true",,,"10.8172573","106.5838933",,,,,,,,,,,,,,,,,"137","Bình Tân, Thành phố Hồ Chí Minh","314 ĐH80","Cơm Tấm Phú Gia",,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Ph%C3%BA%20Gia&query_place_id=ChIJ1-05AdArdTERd_UcLJTKE48",,"0"
"153 Bình Thành, Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.8056232","106.5880314",,,,,,,,,,,,,,,,,"134","Bình Tân, Thành phố Hồ Chí Minh","153 Bình Thành","Bún bò Hưng",,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20b%C3%B2%20H%C6%B0ng&query_place_id=ChIJczwFhkcrdTERUbjjKXcYTZw",,"0"
"368 Nguyễn Thị Tú, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cháo","true",,,"10.8146642","106.5841291","Thứ Tư","05:30 to 20:00","Thứ Năm","05:30 to 20:00","Thứ Sáu","05:30 to 20:00","Thứ Bảy","05:30 to 20:00","Chủ Nhật","05:30 to 22:00","Thứ Hai","05:30 to 20:00","Thứ Ba","05:30 to 20:00",,,"108","Bình Tân, Hồ Chí Minh","368 Nguyễn Thị Tú","Cháo Dinh Dưỡng Ngon Mê Ly","4.8","https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20Dinh%20D%C6%B0%E1%BB%A1ng%20Ngon%20M%C3%AA%20Ly&query_place_id=ChIJo_KNsp8rdTERZPBUMtFgbZQ",,"5"
"267 Nguyễn Thị Tú, Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.8151997","106.5926145",,,,,,,,,,,,,,,,,"136","Bình Tân, Thành phố Hồ Chí Minh","267 Nguyễn Thị Tú","Quán Cháo Lòng Hà Nội",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A1o%20L%C3%B2ng%20H%C3%A0%20N%E1%BB%99i&query_place_id=ChIJNwV4UVkrdTERLmMXfu0rLLU",,"0"
